Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
egyptological_excavations_title;Долина царей;;;;;;;;;;;;; 
egyptological_excavations_desc;Долина царей в Египте - потенциально бесконечный источник новых археологических открытий. Обратившись в их правительство с просьбой о монополии на проведение раскопок в Долине Царей, мы можем гарантировать, что именно мы совершим эти фантастические открытия, а не другие великие державы.;;;;;;;;;;;;; 
the_american_frontier_title;Американский фронтир;;;;;;;;;;;;; 
the_american_frontier_desc;История фронтира рассказывает историю создания и защиты сообществ, использования земли, развития рынков и формирования государств. Это повествование о завоевании, но также и о выживании, настойчивости и слиянии народов и культур, которые дали жизнь и продолжающуюся жизнь Америке.\n\nНесколько наших пограничных фортов и постов выросли за эти годы, в то время как несколько других были заброшены, а на их месте появились новые города. Американский фронтир был приручен.;;;;;;;;;;;;; 
spu_applies_for_statehood_title;Присоединиться к Перу;;;;;;;;;;;;; 
spu_applies_for_statehood_desc;Мы больше не должны оставаться отделенными от наших братьев на севере. Перу должно быть единым еще раз!;;;;;;;;;;;;; 
treaty_of_petropolis_title;Договор в Петрополисе;;;;;;;;;;;;;
treaty_of_petropolis_desc; Переговоры, которые должны состояться в бразильском городе Петрополис и инициированы $COUNTRY_ADJ$ правительством, нацелены на прекращение напряженности в регионе, известном как Акри, на который претендуют несколько стран. Поскольку мы являемся де-факто владельцами провинции, мы будем предлагать другим странам денежную компенсацию, договоры о дружбе, а также финансирование и строительство железной дороги на их территории в обмен на мирное урегулирование этого пограничного вопроса. Также будет иметь место надлежащее разграничение границ в джунглях Амазонки, и, надеюсь, это будет последней пограничной проблемой между вовлеченными сторонами.;;;;;;;;;;;;; 
treaty_of_bogota_title;Договор Гарсии Ортиса-Мангабейры;;;;;;;;;;;;; 
treaty_of_bogota_desc;С момента бразильской декларации независимости некоторые наши границы на Дальнем Севере не были определены международными договорами. Принадлежность нескольких мест в джунглях Амазонки неясна, и притязания распространяются, что в конечном итоге может привести к вооруженному конфликту. У нас нет договора с колумбийцами, определяющего наши границы, и, хотя они являются де-факто владельцами провинции Марабитана, старые португальские форты и присутствие бразильских рабочих, ищущих каучук в регионе, дают нам право владеть этой территорией. Сам форт Марабитана был основан португальцами, хотя он пришел в негодность. Мы можем отправить министра-резидента Энеаса Мартинса с особой миссией в Боготу, чтобы встретиться с министром иностранных дел Альфредо Васкесом Кобо и определить договор с колумбийцами, который может дать нам Марабитанас. Если они откажутся от нашего договора, у нас все еще будут наши претензии, и нам придется принудить их к этому через войну.;;;;;;;;;;;;; 
conquest_of_the_south_title;Завоевание юга;;;;;;;;;;;;; 
conquest_of_the_south_desc;Эфиопии нужно воссоединить земли и народы Юга, Востока и Запада в империю. Для этого нам нужно вовлечь невооруженных южан, оромо, сидамо, гураге, волайта и другие группы. $MONARCHTITLE$ собирает войска в центральной провинции Шоа, чтобы совершить экспедицию на юг и утвердить раз и навсегда эфиопскую власть на юге.;;;;;;;;;;;;;   
claim_negusa_nagast_title;Заявить права на императорский трон;;;;;;;;;;;;; 
claim_negusa_nagast_desc; Соломонова династия - марионетка в Гондэре, а Эфиопия продолжает быть разделенной. Эта эпоха, известная как Земене Месафинт, или «Эпоха князей», военачальники, региональные князья и знатные дома соперничают друг с другом за власть и контроль. Они разделили империю на личные лены и непрерывно воевали друг с другом. Один военачальник возвел на престол в Гондэре марионеточного императора из династии, только для того, чтобы низложить его и заменить другим членом императорской династии, когда другой военачальник смог захватить Гондэр и бразды правления. Такие регионы, как Годжам и Шева, управлялись собственными ветвями императорской династии, а в Шеве местный князь пошел так далеко, что принял титул короля. Теперь наше время попытаться использовать момент, заявить права на титул короля, выступить на Гондэр и всю Эфиопию и попытаться положить конец междоусобицам, чтобы Эфиопия снова стала единой.;;;;;;;;;;;;; 
become_negusa_nagast_title;Стать негуса нагаст;;;;;;;;;;;;; 
become_negusa_nagast_desc; «Земене Месафинт», или «Эпоха князей» - это период в истории Эфиопии, длившийся с 1769 года до наших дней, в течение которого Эфиопия была в значительной степени разделена из-за политической междоусобицы, а императорская власть сведена к статусу простой вывески. $MONARCHTITLE$ $COUNTRY$ мог бы претендовать на титул «негуса нагаст», то есть «царя царей», чтобы положить конец эпохе князей и возвестить современную имперскую эру в Эфиопии. Пришло время для коронации?;;;;;;;;;;;;; 
asian_rgo_normalization_title;Азиатские фермы и шахты;;;;;;;;;;;;; 
asian_rgo_normalization_desc;Паровые и двигатели внутреннего сгорания, а также электричество и железные дороги способствуют ничем иным, как революции в некоторых районах Азии. Новые места расчищаются для более крупных плантаций, а шахты расширяются с беспрецедентной скоростью. С правильным стимулом мы можем ускорить этот процесс в нескольких ключевых областях, значительно расширив размер наших шахт и ферм в Азии.;;;;;;;;;;;;; 
africa_rgo_normalization_title;Африканские фермы и шахты;;;;;;;;;;;;; 
africa_rgo_normalization_desc;Паровые и двигатели внутреннего сгорания, а также электричество и железные дороги способствуют ничем иным, как революции в некоторых районах Африки. Новые места расчищаются для более крупных плантаций, а шахты расширяются с беспрецедентной скоростью. С правильным стимулом мы можем ускорить этот процесс в нескольких ключевых областях, значительно расширив размер наших шахт и ферм в Африке.;;;;;;;;;;;;; 
the_mormon_exodus_title;Исход мормонов;;;;;;;;;;;;; 
the_mormon_exodus_desc;После насилия в их родном анклаве Наву, Иллинойс, мормоны решили отправиться на запад, чтобы поселиться в долине Большого Соленого озера, где они могут исповедовать свою веру без помех. Во главе с Бригамом Янгом мормоны перенесли большие трудности, но в конце концов достигли своего пункта назначения и процветали.;;;;;;;;;;;;; 
claim_aragon_title;Заявить права на Арагон;;;;;;;;;;;;; 
claim_aragon_desc;В регионе Арагон проживает значительное количество каталонцев. Наша недавно обретенная независимость и власть диктует, что мы должны сделать все возможное, чтобы защитить каталонцев в Арагоне и ввести их в состав Каталонии, независимо от того, нравится это испанцам или нет.;;;;;;;;;;;;; 
afghan_northern_borders_title;Северная граница Афганистана;;;;;;;;;;;;; 
afghan_northern_borders_desc;В 1584 году узбеки завоевали регион, известный как Бадахшан, и он оставался под властью местных узбекских эмиров до 1822 года, когда его захватил Морад Бег из Кондуза. На регион претендуют афганцы, узбеки и таджики. Были некоторые дипломатические переговоры, и наше правительство убеждено, что пограничный договор внес бы большой вклад в стабилизацию региона. Подходящая граница была определена по реке Пяндж, которая отделяла бы афганский Бадахшан от $COUNTRY_ADJ$ Бадахшана.;;;;;;;;;;;;; 
plantations_in_ruanda_urundi_title;Плантации в Руанде-Урунди;;;;;;;;;;;;; 
plantations_in_ruanda_urundi_desc;Руанда-Урунди - гористый регион, что может препятствовать сельскохозяйственной деятельности. Однако горный климат также хорошо подходит для некоторых плантаций. Мы можем воспользоваться этим, используя правильное сочетание сельскохозяйственной продукции и системы плантаций в сочетании с местной рабочей силой, чтобы значительно расширить производственную площадь.;;;;;;;;;;;;; 
abolish_forced_work_title;Отменить принудительный труд;;;;;;;;;;;;; 
abolish_forced_work_desc;Несмотря на прошлые усилия $COUNTRY_ADJ$ правительства, принудительный труд по-прежнему остается распространенным явлением в $COUNTRY$. Западные чиновники в $CAPITAL$ оказывают на нас давление, чтобы положить этому конец, чтобы они могли расширить свои рынки. Они предлагают нам поддержку, чтобы сделать это, но радикальные изменения в такие короткие сроки неизбежно разозлят людей.;;;;;;;;;;;;; 
appoint_camillo_cavour_title;Назначить Камилло Бенсо Кавура;;;;;;;;;;;;; 
appoint_camillo_cavour_desc; Камилло Паоло Филиппо Джулио Бенсо, граф Кавур, Изолабелла и Лери, был ключевой фигурой итальянского Рисорджименто. Превосходный дипломат и талантливый администратор, он модернизировал Сардинское королевство как в экономическом, так и в дипломатическом плане, поставив его в положение, позволившее добиться объединения итальянских народов. Говорят, что его реформы инфраструктуры, наконец, связали полуостров с остальной Европой. Он возглавлял Крымскую и войны за независимость, став первым премьер-министром нового Королевства Италия.;;;;;;;;;;;;; 
skansen_title;Построить Скансен;;;;;;;;;;;;; 
skansen_desc;Скансен (форт) был первым музеем под открытым небом и зоопарком в Швеции, основанным в $YEAR$ Артуром Хазелиусом, чтобы показать образ жизни в разных частях Швеции до индустриальной эры. Действительно, XIX век был периодом больших перемен по всей Европе, и многие опасались, что многие традиционные обычаи и занятия страны могут быть утрачены для истории. После обширных путешествий Хазелиус купил около 150 домов со всей страны и построил полную копию среднего города XIX века, в котором ремесленники в традиционных костюмах, такие как дубильщики, сапожники, ювелиры, пекари и стеклодувы, демонстрируют свои навыки в соответствующих декорациях - наряду с полным набором различных скандинавских животных.;;;;;;;;;;;;; 
indonesia_raya_title;Индонезия Райя;;;;;;;;;;;;; 
indonesia_raya_desc;'Индонезия Райя' - 'Великая Индонезия' - национальный гимн Индонезии с момента провозглашения независимости. Песня ознаменовала рождение общенационального движения в Индонезии, поддерживающего идею единой «Индонезии», а не разделенной на несколько колоний. Движение родилось из похожей мысли, направленной на объединение народа малайцев. Оно стремилось к объединению Восточных Индий, Голландии, Великобритании и Португалии в страну, достаточно сильную, чтобы противостоять западному империализму.;;;;;;;;;;;;; 
melayu_raya_title;Мелайю Райя;;;;;;;;;;;;; 
melayu_raya_desc;'Мелайю Райя' - название общенационального движения в Юго-Восточной Азии, поддерживающего идею единой страны, объединяющей народ малайцев, а не разделенной на несколько колоний. Как таковое, оно стремилось к объединению Восточных Индий, Голландии, Великобритании и Португалии в страну, достаточно сильную, чтобы бороться с западным империализмом. Панмалайский союз основывался на понимании сходства расы, общего языка, религии и культуры между этническими группами. Древняя концепция Алам Мелаю или Нусантара отстаивает историческое сознание того, что территории когда-то были в определенной степени объединены в рамках родных империй и, как таковые, могут и должны быть вновь объединены.;;;;;;;;;;;;; 
devil_island_title;Остров Дьявола;;;;;;;;;;;;; 
devil_island_desc;Бань де Кайенн, Остров Дьявола, была знаменитой тюрьмой XIX и XX века, которая действовала в тропической колонии Французской Гвианы. Открытая в 1852 году, она была печально известна тем, что использовалась для внутренней ссылки французских политических заключенных и самых отъявленных воров и убийц, а также за ее суровое обращение - в том числе болезни - с заключенными, депортированными сюда со всех сторон страны. Лишь немногие сломленные выжившие возвращались во Францию, чтобы рассказать, насколько это было ужасно; иногда они пугали других потенциальных преступников, чтобы те пошли прямо. Если первоначальный приговор превышал восемь лет, их заставляли оставаться в качестве жителей на оставшийся срок их жизни, и им предоставляли землю для поселения - помогая заселять эту область.;;;;;;;;;;;; 
pancasila_title; Принять Панкасилу!;;;;;;;;;;;;; 
pancasila_desc;Панкасила - официальный философский фундамент индонезийского государства. Слово состоит из двух древнеяванских частей: "па�ка" в значении пять и "сила" в значении принципов. Оно включает в себя пять принципов, которые считаются неразделимыми и взаимосвязанными: вера в единого Бога, справедливое и цивилизованное человечество, единство Индонезии, демократия, направляемая внутренней мудростью в единодушии, возникающем в результате обсуждений между представителями, социальная справедливость для всех народов Индонезии. Это философия, направленная на объединение очень разных народов архипелага в рамках ряда основных лозунгов, а именно социализма, национализма и религии, но также расплывчатых понятий, таких как справедливость, человечность, вера в представительную демократию без этнического доминирования, благосостояние и монотеизм. Это будет нелегко, но мы можем сделать это!;;;;;;;;;;;;; 
end_bazaari_strike_title;Положить конец забастовке базаари;;;;;;;;;;;;; 
end_bazaari_strike_desc;Наше духовенство, которое выступает в качестве судей, против нас. Наши торговцы бастуют. Наша экономика и правовые институты парализованы с головы до ног. Даже армия больше не осмеливается стрелять. Наши собственные народы выходят на улицы. Давайте смотреть правде в глаза: нас сжимают слишком туго, чтобы продолжать. Мы должны отступить.;;;;;;;;;;;;; 
greater_california_title;Заявить права на Верхнюю и Нижнюю Калифорнию!;;;;;;;;;;;;; 
greater_california_desc;Калифорния когда-то была настолько обширной, что простиралась от холодных вод Аляски до жарких ветров тропика Рака. Калифорния когда-то была настолько большой, что охватывала пустыни, равнины, океаны и горы всех форм и размеров! Калифорния когда-то была настолько великой, что исследователи думали, что это остров, а залив был назван в ее честь! Калифорния когда-то была настолько славной, что сюда приезжали люди всех мастей, чтобы найти убежище: мормоны, старатели, амбициозные фермеры и бизнесмены, изгнанники и коренные жители, мексиканцы и американцы, объединившиеся вместе и шагающие к светлому будущему. Я говорю, что пришло время вернуть то, что по праву принадлежит нам!;;;;;;;;;;;;; 
rancho_title;Учредить систему ранчо;;;;;;;;;;;;; 
rancho_desc;Сложная организация земельных грантов, облегченного получения гражданства и коллективного фермерства, система ранчо была создана $COUNTRY_ADJ$ правительством, чтобы заполнить самые бесплодные и малонаселенные районы амбициозными колонистами и первопроходцами, чтобы укрепить свои претензии на регион. Если мы откроем двери для всех, кто имеет волю процветать, это будет фантастическим стимулом для местной экономики и военного набора, но в будущем это также может оказаться опасным.;;;;;;;;;;;;; 
annex_california_title;Пригласить Калифорнию в Союз.;;;;;;;;;;;;; 
annex_california_desc;Наши братья из Республики Калифорния борются за выживание, и хотя они хорошо сражаются, очевидно, что они никуда не денутся без помощи. Западное побережье - естественная территория Союза, и если мы спасем наших братьев, наш престиж и популярность будут безграничны, плюс стратегические форты на мексиканской границе. Нет сомнений в том, что они примут это, и это будет в интересах всех, кроме Мексики.;;;;;;;;;;;;; 
treaty_of_akhal_title;Договор в Ахале;;;;;;;;;;;;; 
treaty_of_akhal_desc;Годы неэффективных правителей значительно ослабили правителей Ашхабада, но они претендуют на территории Туркестана и Трансоксании. Большая игра диктует, что мы должны укрепить свои позиции в Центральной Азии, и чтобы завершить укрепление нашей власти в Туркмении, нам нужны крепости Геок-Тепе и город Ашхабад. Однако наши дипломатические усилия по решению этого вопроса были отклонены. На этот раз мы заставим их сесть за стол переговоров с оружием у виска. Мы отправим колонну на окраину Ашхабада, мы отправим послов, чтобы дать им знать, что мы сожжем все от Ашхабада до их столицы, если они не примут наши требования: сдачу Геок-Тепе, Ашхабада и отказ от любых претензий, которые у них могут быть на Туркестан. Однако если они откажутся от нашего щедрого предложения, это будет означать, что война разразится немедленно.;;;;;;;;;;;;; 
form_turkestan_title;Образовать Туркестан;;;;;;;;;;;;; 
form_turkestan_desc;Различные культуры Центральной Азии лучше послужили бы нам, если бы они были объединены в одну нацию. Зарождающийся национализм этих народов, зачастую являющихся частью кочевых племен, является достаточно недавним и небольшим явлением. Поэтому люди не должны выступать против создания Туркестана и их включения в эту нацию. Местные элиты могут протестовать против такого шага, но гарантия им доли власти в новой стране заставит замолчать подавляющее большинство потенциальных зачинщиков беспорядков.;;;;;;;;;;;;; 
move_capital_to_moscow_desc;Славный $CAPITAL$, город Петра Великого, слишком близок к границе. Возможно, будет благоразумно перенести нашу столицу обратно в Москву, Первопрестольную, «к которой вторгающимся армиям может быть сложнее добраться...»;;;;;;;;;;;;;;
change_border_policy_title;Изменить политику в отношении границ;;;;;;;;;;;;; 
change_border_policy_desc;Наши иммиграционные законы и политика в отношении границ нашей страны определяются исключительно нами, и мы считаем, что пришло время пересмотреть некоторые правила.;;;;;;;;;;;;; 
close_change_border_policy_title;Скрыть варианты пограничной политики;;;;;;;;;;;;;  
close_change_border_policy_desc;Мы решили, что наша страна хороша такой, какая она есть, и не будет никаких изменений в нашей иммиграционной политике.;;;;;;;;;;;;; 
closed_border_policy_title;Закрыть границы;;;;;;;;;;;;; 
closed_border_policy_desc;Закрытая граница - это граница, которая препятствует перемещению людей между разными юрисдикциями с ограниченным количеством или без исключений, связанных с этим перемещением. Эти границы обычно имеют заборы или стены, в которых любые ворота или пограничные переходы закрыты, а если эти пограничные ворота открыты, то они, как правило, разрешают перемещение людей только в исключительных обстоятельствах. В случае эмиграции, а также иммиграции отплывающие корабли проверяются на наличие нелегальных эмигрантов. Эти проверки и контроль осуществляются за счет повышенного спроса со стороны бюрократического аппарата государства.;;;;;;;;;;;;; 
immigration_quota_policy_title;Ввести иммиграционные квоты;;;;;;;;;;;;;  
immigration_quota_policy_desc;Условно открытая граница - это граница, которая разрешает пересечение границы людьми, отвечающими особым условиям. Этот особый набор условий, который ограничивает применение пограничного контроля, который в противном случае применялся бы в обычном порядке, может быть определен международным соглашением или международным правом, либо особые условия могут быть определены постановлением или законом той юрисдикции, право на въезд в которую заявляют люди. Условно открытые границы, как правило, требуют, чтобы люди, намеревающиеся въехать в новую юрисдикцию, представили заявление с указанием причин, по которым они соответствуют специальным условиям, разрешающим въезд в новую юрисдикцию. В случае нашей страны квоты означают, что иностранцам, не прошедшим тест на грамотность на родном языке или являющимся гражданами стран, которые находились или находятся в состоянии войны с нашей страной, въезд запрещен. Эти проверки и контроль осуществляются за счет повышенного спроса со стороны бюрократического аппарата государства.;;;;;;;;;;;;; 
open_borders_policy_title;Отменить ограничения на иммиграцию;;;;;;;;;;;;; 
open_borders_policy_desc;Открытая граница - это граница, которая обеспечивает свободное передвижение людей между разными юрисдикциями с ограниченным или полным отсутствием ограничений на передвижение. Граница может быть открытой из-за преднамеренного законодательства, разрешающего свободное передвижение людей через границу, или граница может быть открытой из-за отсутствия адекватного правоприменения или адекватного надзора за границей. Одно из преимуществ такой политики заключается в том, что она требует минимальных или вообще никаких усилий от бюрократического аппарата государства, чтобы контролировать иммигрантов.;;;;;;;;;;;;; 
commodity_production_in_new_zealand_title;Экономика Новой Зеландии;;;;;;;;;;;;;   
commodity_production_in_new_zealand_desc;В значительной степени зависящая от шерсти, крупного рогатого скота и молочных продуктов, экономика Новой Зеландии оставалась в основном сельской до настоящего времени. С интенсификацией европейской колонизации несколько специалистов обнаружили ключевые залежи угля и предложили несколько путей диверсификации экономики островов.;;;;;;;;;;;;; 
north_island_renaming_title;Колония Новая Зеландия;;;;;;;;;;;;; 
north_island_renaming_desc;Прибытие европейских поселенцев, местное название которых Пакеха, привело к увеличению количества земли, купленной у маори. Хотя это улучшило местные условия, это разозлило большую часть маори, которые возмущены европейским присутствием и обвиняют $COUNTRY_ADJ$ в нарушении Договора Ваитанги.;;;;;;;;;;;;; 
commodity_production_in_uzbekistan_title;Экономические реформы на родине узбеков;;;;;;;;;;;;; 
commodity_production_in_uzbekistan_desc;В течение многих лет узбекские земли были заняты кочевниками, которые жили за счет натурального хозяйства и торговли с другими степными народами. С включением этих земель в мировой рынок специалисты и банкиры $COUNTRY$ провели серию исследований жизнеспособности, чтобы определить, какие культуры могут выращиваться на благо $COUNTRY$, чтобы внести вклад в его экспорт и промышленность, а также какие инвестиции необходимы для того, чтобы это произошло. С завершением этих работ единственным препятствием для этих изменений являются необходимые инвестиции.;;;;;;;;;;;;; 
commodity_production_in_kyrgyzstan_title;Экономические реформы на родине киргизов;;;;;;;;;;;;; 
commodity_production_in_kyrgyzstan_desc;До установления центральной власти $COUNTRY_ADJ$, оседлое население в этом регионе было невелико. Киргизы в основном были самодостаточными кочевниками. С включением этих земель в мировой рынок специалисты и банкиры $COUNTRY$ провели серию исследований жизнеспособности, чтобы определить, какие культуры могут выращиваться на благо $COUNTRY$, чтобы внести вклад в его экспорт и промышленность, а также какие инвестиции необходимы для того, чтобы это произошло. С завершением этих работ единственным препятствием для этих изменений являются необходимые инвестиции.;;;;;;;;;;;;; 
commodity_production_in_turkmenia_title;Экономические реформы на родине туркмен;;;;;;;;;;;;; 
commodity_production_in_turkmenia_desc;В течение многих лет туркменские земли были заняты кочевниками, которые жили за счет натурального хозяйства и торговли с другими степными народами. С включением этих земель в мировой рынок специалисты и банкиры $COUNTRY$ провели серию исследований жизнеспособности, чтобы определить, какие культуры могут выращиваться на благо $COUNTRY$, чтобы внести вклад в его экспорт и промышленность, а также какие инвестиции необходимы для того, чтобы это произошло. С завершением этих работ единственным препятствием для этих изменений являются необходимые инвестиции.;;;;;;;;;;;;; 
commodity_production_in_tajikstan_title;Экономические реформы на родине таджиков;;;;;;;;;;;;; 
commodity_production_in_tajikstan_desc;В течение многих лет таджикские земли были заняты кочевниками, которые жили за счет натурального хозяйства и торговли с другими степными народами. С включением этих земель в мировой рынок специалисты и банкиры $COUNTRY$ провели серию исследований жизнеспособности, чтобы определить, какие культуры могут выращиваться на благо $COUNTRY$, чтобы внести вклад в его экспорт и промышленность, а также какие инвестиции необходимы для того, чтобы это произошло. С завершением этих работ единственным препятствием для этих изменений являются необходимые инвестиции.;;;;;;;;;;;;; 
commodity_production_in_philippines_title;Экономические реформы на Филиппинах;;;;;;;;;;;;; 
commodity_production_in_philippines_desc;В течение многих лет жители Филиппин жили в основном за счет натурального хозяйства и технических культур, которые не так прибыльны, как раньше. С включением этих земель в мировой рынок специалисты и банкиры $COUNTRY$ провели серию исследований жизнеспособности, чтобы определить, какие культуры могут выращиваться на благо $COUNTRY$, чтобы внести вклад в его экспорт и промышленность, а также какие инвестиции необходимы для того, чтобы это произошло. С завершением этих работ единственным препятствием для этих изменений являются необходимые инвестиции.;;;;;;;;;;;;; 
commodities_in_south_east_asia_title;Бум сырьевых товаров в Юго-Восточной Азии;;;;;;;;;;;;; 
commodities_in_south_east_asia_desc;Большое расширение, которое мировая экономика претерпела за последние несколько десятилетий, позволило землевладельцам $COUNTRY_ADJ$ найти привлекательные возможности на международных рынках. Постепенно Соединенные Штаты стали крупнейшим в мире потребителем кофе, в то время как Германия и Франция стали важнейшими рынками в Европе. Потребление табака и чая достигло рекордного уровня, и великие державы всегда ищут новых партнеров для поставок этих товаров населению. Нынешняя ситуация благоприятна для стимулирования и расширения производства определенных товаров, которые могут значительно увеличить доходы нашей страны.;;;;;;;;;;;;; 
commodity_boom_central_america_title;Бум сырьевых товаров в Центральной Америке;;;;;;;;;;;;; 
commodity_boom_central_america_desc;Первые посевы кофе в $COUNTRY$ были посажены на востоке страны. Священнику по имени Франсиско Ромеро приписывают очень большое влияние на распространение этой культуры в северо-восточном регионе страны. После исповеди прихожан он требовал в качестве покаяния выращивания кофе. Несмотря на эти ранние достижения, закрепление кофе в качестве экспорта $COUNTRY_ADJ$ произошло только сейчас. Большое расширение, которое мировая экономика претерпела за последние несколько десятилетий, позволило землевладельцам $COUNTRY_ADJ$ найти привлекательные возможности на международных рынках. Постепенно Соединенные Штаты стали крупнейшим в мире потребителем кофе, в то время как Германия и Франция стали важнейшими рынками в Европе. Нынешняя ситуация благоприятна для стимулирования и расширения производства определенных товаров, которые могут значительно увеличить доходы нашей страны.;;;;;;;;;;;;; 
