Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
ATR_anarcho_liberal;Радикальная Партия;;;;;;;;;;;;;
ATR_fascist;Фаланга;;;;;;;;;;;;;
BAH;Баия;;;;;;;;;;;;;
BAH_ADJ;Баийский;;;;;;;;;;;;;
BAH_liberal;Либеральная Партия;;;;;;;;;;;;;
BAH_conservative;Консервативная партия;;;;;;;;;;;
BAH_reactionary;Партия Карамуру;;;;;;;;;;;
BAH_conservative_2;Партия Паулиста;;;;;;;;;;;
BAH_liberal_2;Партия Кариока;;;;;;;;;;;
BAH_anarcho_liberal;Радикальная партия;;;;;;;;;;;
BAH_socialist;Социалистическая партия;;;;;;;;;;;
BAH_communist;Коммунистическая партия;;;;;;;;;;;
BAH_fascist;Фашистская партия;;;;;;;;;;;
BAN;Банат;;;;;;;;;;;;;
BAN_democracy;Республика Банат;;;;;;;;;;;;;
BAN_ADJ;Банатский;;;;;;;;;;;;;
BAN_conservative;Консерваторы;;;;;;;;;;;
BAN_liberal;Либералы;;;;;;;;;;;
BAN_reactionary;Королевская фракция;;;;;;;;;;;
BAN_anarcho_liberal;Либертарианцы;;;;;;;;;;;
BAN_socialist;Социалисты;;;;;;;;;;;
BAN_communist;Коммунисты;;;;;;;;;;;
BAN_fascist;Националистическая фракция;;;;;;;;;;;
BAR;Барбадос;;;;;;;;;;;;;
BAR_ADJ;Барбадосский;;;;;;;;;;;;;
BHM;Багамы;;;;;;;;;;;;;
BHM_ADJ;Багамский;;;;;;;;;;;;;
BHR;Бахрейн;;;;;;;;;;;;;
BHR_ADJ;Бахрейнский;;;;;;;;;;;;;
BHR_reactionary;Партия аль-Хашемийя аль-Урдуни;;;;;;;;;;;;;
BHR_conservative;Партия аль-Васат аль-Ислами;;;;;;;;;;;;;
BHR_liberal;Ясари-д-аль-Димакрати аль-Урдуни;;;;;;;;;;;;;
BHR_anarcho_liberal;Аль Анарколиберали;;;;;;;;;;;;;
BHR_socialist;Партия аль-Баат аль-Иштираки аль-Урдуни;;;;;;;;;;;;;
BHR_communist;Аль-Хизб аль-Шуюи аль-Урдуни;;;;;;;;;;;;;
BHR_fascist;Партия аль-Мустакбал;;;;;;;;;;;;;
BIH;Бихар;;;;;;;;;;;;;
BIH_ADJ;Бихарский;;;;;;;;;;;;;
BIH_proletarian_dictatorship;Народная Республика Бихар;;;;;;;;;;;;;
BIH_conservative;Партия Лок Джаншакти;;;;;;;;;;;;;
BIH_liberal;Партия Самата;;;;;;;;;;;;;
BIH_reactionary;Бихар Викас;;;;;;;;;;;;;
BIH_anarcho_liberal;Радикальная партия Бихар;;;;;;;;;;;;;
BIH_socialist;Партия Джаната Дал;;;;;;;;;;;;;
BIH_communist;Коммунистическая партия Бихар;;;;;;;;;;;;;
BIH_fascist;Фашистская партия Бихар;;;;;;;;;;;;;
TMR;Тимор;;;;;;;;;;;;;
TMR_ADJ;Тиморский;;;;;;;;;;;;;
TMR_absolute_monarchy;Вехали;;;;;;;;;;;;;
BKV;Буковина;;;;;;;;;;;;;
BKV_ADJ;Буковинский;;;;;;;;;;;;;
BLC;Белуджистан;;;;;;;;;;;;;
BLC_ADJ;Белуджи;;;;;;;;;;;;;
BLZ;Белиз;;;;;;;;;;;;;
BLZ_ADJ;Белизский;;;;;;;;;;;;;
BNG;Бангладеш;;;;;;;;;;;;;
BNG_ADJ;Бангладешский;;;;;;;;;;;;;
BNG_absolute_monarchy;Бенгалия;;;;;;;;;;;;;
BNG_absolute_monarchy_ADJ;Бенгальский;;;;;;;;;;;;;
BNG_prussian_constitutionalism;Бенгалия;;;;;;;;;;;;;
BNG_prussian_constitutionalism_ADJ;Бенгальский;;;;;;;;;;;;;
BNG_hms_government;Бенгалия;;;;;;;;;;;;;
BNG_hms_government_ADJ;Бенгальский;;;;;;;;;;;;;
BNG_proletarian_dictatorship;Народная Республика Бенгалия;;;;;;;;;;;;;
BNG_conservative;Авами Лига;;;;;;;;;;;;;
BNG_liberal;Либерально-демократическая партия;;;;;;;;;;;;;
BNG_reactionary;Джамаат-е-Ислами;;;;;;;;;;;;;
BNG_anarcho_liberal;Радикальная фракция;;;;;;;;;;;;;
BNG_socialist;Джатиё Самаджтантрик Даль;;;;;;;;;;;;;
BNG_communist;Коммунистическая партия Бенгалии;;;;;;;;;;;;;
BNG_fascist;Джатия Партия;;;;;;;;;;;;;
BRT;Бретань;;;;;;;;;;;;;
BRT_ADJ;Бретонский;;;;;;;;;;;;;
BRT_fascist;PNB;;;;;;;;;;;;;
BRT_reactionary;Строллад Броаделур;;;;;;;;;;;;;
BRT_communist;Строллад Комунист;;;;;;;;;;;;;
BRT_socialist;Унвание Эдемократел;;;;;;;;;;;;;
BRT_liberal;Строллад Либерал;;;;;;;;;;;;;
BRT_anarcho_liberal;Строллад Радикал;;;;;;;;;;;;;
BRT_conservative;Строллад Мирур;;;;;;;;;;;;;
BRU_ADJ;Брунейский;;;;;;;;;;;;;
BSQ;Баскская страна;;;;;;;;;;;;;
BSQ_ADJ;Баскский;;;;;;;;;;;;;
BSQ_socialist;Аберцале Экинтса;;;;;;;;;;;;;
BSQ_conservative;Альдерди Хельтсалеа;;;;;;;;;;;;;
BSQ_liberal;Альдерди Аберцале Эррепубликаноа;;;;;;;;;;;;;
BSQ_reactionary;Альдерди Монаркико;;;;;;;;;;;;;
BSQ_communist;Мугименду Комуниста;;;;;;;;;;;;;
BSQ_fascist;Эускади Та Аскатасуна;;;;;;;;;;;;;
BSQ_anarcho_liberal;Альдерди Анаркиазале;;;;;;;;;;;;;
BSQ_fascist_dictatorship;Эускади;;;;;;;;;;;;;
CAR;Центральноафриканская Республика;;;;;;;;;;;;;
CAR_ADJ;Центральноафриканский;;;;;;;;;;;;;
CAR_fascist_dictatorship;Центральноафриканская Империя;;;;;;;;;;;;;
CAR_absolute_monarchy;Центральноафриканская Империя;;;;;;;;;;;;;
CAR_prussian_constitutionalism;Убанги-Шари;;;;;;;;;;;;;
CAR_prussian_constitutionalism_ADJ;Убанги;;;;;;;;;;;;;
CAR_hms_government;Убанги-Шари;;;;;;;;;;;;;
CAR_hms_government_ADJ;Убанги;;;;;;;;;;;;;
CAR_liberal;Республиканская Прогрессивная Партия;;;;;;;;;;;;;
CAR_conservative;Демократический Союз;;;;;;;;;;;;;
CAR_socialist;MLPC;;;;;;;;;;;;;
CAR_reactionary;MESAN;;;;;;;;;;;;;
CAR_anarcho_liberal;MEDAC;;;;;;;;;;;;;
CAR_communist;MDI;;;;;;;;;;;;;
CAR_fascist;Патриотический Фронт;;;;;;;;;;;;;
CGO;Конго;;;;;;;;;;;;;
CGO_ADJ;Конголезский;;;;;;;;;;;;;
CGO_proletarian_dictocratship;Народная Республика Конго;;;;;;;;;;;;;
CGO_liberal;MCDDI;;;;;;;;;;;;;
CGO_anarcho_liberal;Союз за Демократическое Обновление;;;;;;;;;;;;;
CGO_conservative;UDDIA;;;;;;;;;;;;;
CGO_reactionary;Партия Единства, Труда и Прогресса;;;;;;;;;;;;;
CGO_socialist;Прогрессивная Партия Конго;;;;;;;;;;;;;
CGO_communist;Трудовая Партия Конго;;;;;;;;;;;;;
CGO_fascist;Дружественный Союз для Полного Изменения;;;;;;;;;;;;;
CHD;Чад;;;;;;;;;;;;;
CHD_ADJ;Чадский;;;;;;;;;;;;;
CHD_liberal;Республиканский Союз;;;;;;;;;;;;;
CHD_conservative;Демократический Союз;;;;;;;;;;;;;
CHD_socialist;Независимая Социалистическая Партия;;;;;;;;;;;;;
CHD_reactionary;Движение за Патриотическое Спасение;;;;;;;;;;;;;
CHD_anarcho_liberal;Федерация, Действие за Республику;;;;;;;;;;;;;
CHD_communist;Прогрессивная Партия;;;;;;;;;;;;;
CHD_fascist;Национальный Союз за Реформы;;;;;;;;;;;;;
CHI_presidential_dictatorship;Бэян Чжунгуо;;;;;;;;;;;;;
CHI_proletarian_dictatorship;Народная Республика Китай;;;;;;;;;;;;;
CHI_democracy;Республика Китай;;;;;;;;;;;;;
CHI_absolute_monarchy;Китай;;;;;;;;;;;;;
CHI;Китай;;;;;;;;;;;;;
CHO;Чугоку;;;;;;;;;;;;;
CHO_ADJ;Чугокуан;;;;;;;;;;;;;
CHO_absolute_monarchy;Чошу;;;;;;;;;;;;;
CHO_prussian_constitutionalism;Чошу;;;;;;;;;;;;;
CHO_hms_government;Чошу;;;;;;;;;;;;;
CHO_absolute_monarchy_ADJ;Мори;;;;;;;;;;;;;
CHO_prussian_constitutionalism_ADJ;Мори;;;;;;;;;;;;;
CHO_hms_government_ADJ;Мори;;;;;;;;;;;;;
POR_conservative;Картизм;;;;;;;;;;;;;
CHP;Чьяпас;;;;;;;;;;;;;
CHP_ADJ;Чьяпасец;;;;;;;;;;;;;
CHP_liberal;Либеральная партия;;;;;;;;;;;
CHP_socialist;Социалистическая партия;;;;;;;;;;;
CHP_conservative;Республиканская партия государственников;;;;;;;;;;;
CHP_anarcho_liberal;Анархистская партия;;;;;;;;;;;
CHP_communist;Коммунистическая партия;;;;;;;;;;;
CHP_fascist;Националистическая партия;;;;;;;;;;;
CHP_reactionary;Республиканский союз;;;;;;;;;;;
CIR;Черкессия;;;;;;;;;;;;;
CIR_ADJ;Черкесский;;;;;;;;;;;;;
CIR_liberal;Либеральная партия;;;;;;;;;;;;;
CIR_conservative;Консервативная партия;;;;;;;;;;;;;
CIR_socialist;Социалистическая партия;;;;;;;;;;;;;
CIR_reactionary;Национальная партия;;;;;;;;;;;;;
CIR_anarcho_liberal;Партия свободных людей;;;;;;;;;;;;;
CIR_communist;Партия объединения;;;;;;;;;;;;;
CIR_fascist;Партия народного единства;;;;;;;;;;;;;
CLC;Киликия;;;;;;;;;;;;;
CLC_ADJ;Киликийский;;;;;;;;;;;;;
CLM_fascist_dictatorship;Великая Колумбия;;;;;;;;;;;;;
CLM_absolute_monarchy;Новая Гранада;;;;;;;;;;;;;
CLM_prussian_constitutionalism;Новая Гранада;;;;;;;;;;;;;
CLM_hms_government;Новая Гранада;;;;;;;;;;;;;
CMR;Камерун;;;;;;;;;;;;;
CMR_ADJ;Камерунский;;;;;;;;;;;;;
CMR_liberal;Прогрессивное движение;;;;;;;;;;;;;
CMR_conservative;Демократический союз Камеруна;;;;;;;;;;;;;
CMR_socialist;Социал-демократический фронт;;;;;;;;;;;;;
CMR_reactionary;Национальный союз Камеруна;;;;;;;;;;;;;
CMR_anarcho_liberal;Национальный союз за демократию и прогресс;;;;;;;;;;;;;
CMR_communist;Союз народов Камеруна;;;;;;;;;;;;;
CMR_fascist;Группировка патриотических сил;;;;;;;;;;;;;
CPL;Королевство Польши;;;;;;;;;;;;;
CPL_ADJ;Польский;;;;;;;;;;;;;
CRS;Корсика;;;;;;;;;;;;;
CRS_ADJ;Корсиканский;;;;;;;;;;;;;
CRS_conservative;Консервативная фракция;;;;;;;;;;;;;
CRS_liberal;Либеральная фракция;;;;;;;;;;;;;
CRS_reactionary;Бонапартистская фракция;;;;;;;;;;;;;
CRS_socialist;Социалистическая фракция;;;;;;;;;;;;;
CRS_communist;Коммунистическая фракция;;;;;;;;;;;;;
CRS_anarcho_liberal;Анархистская фракция;;;;;;;;;;;;;
CRS_fascist;Фашистская фракция;;;;;;;;;;;;;
CSA_democracy;Конфедеративные Штаты Америки;;;;;;;;;;;;;
CSA_presidential_dictatorship;Конфедеративные Штаты Америки;;;;;;;;;;;;;
CSA_bourgeois_dictatorship;Конфедеративные Штаты Америки;;;;;;;;;;;;;
CSA_absolute_monarchy;Имперская Конфедерация;;;;;;;;;;;;;
CSA_prussian_constitutionalism;Имперская Конфедерация;;;;;;;;;;;;;
CSA;Конфедеративные Штаты Америки;;;;;;;;;;;;;
CSA_fascist_dictatorship;Конфедерация;;;;;;;;;;;;;
CSA_proletarian_dictatorship;Народная Конфедерация;;;;;;;;;;;;;
CYR;Киренаика;;;;;;;;;;;;;
CYR_absolute_monarchy;Сенуси;;;;;;;;;;;;;
CYR_absolute_monarchy_ADJ;Сенуси;;;;;;;;;;;;;
CYR_ADJ;Киренаикский;;;;;;;;;;;;;
CYR_conservative;Джамият аль-Ахд;;;;;;;;;;;;;
CYR_liberal;Джам'иййат аль-Джами'а аль-'Арабиййа;;;;;;;;;;;;;
CYR_reactionary;Аль-Сенуси;;;;;;;;;;;;;
CYR_anarcho_liberal;Аль-Анарколиберали;;;;;;;;;;;;;
CYR_socialist;Хизб аль-Ба'ат;;;;;;;;;;;;;
CYR_communist;Аль-Шиу'и;;;;;;;;;;;;;
CYR_fascist;Аль-Фаши;;;;;;;;;;;;;
CHY;Чечня;;;;;;;;;;;;;
CHY_ADJ;Чеченский;;;;;;;;;;;;;
CHY_reactionary;Кадири;;;;;;;;;;;;;
CHY_liberal;Реформистская фракция;;;;;;;;;;;;;
CHY_conservative;Тукхум;;;;;;;;;;;;;
CHY_anarcho_liberal;Радикальная партия;;;;;;;;;;;;;
CHY_socialist;Социалистическая партия;;;;;;;;;;;;;
CHY_communist;Коммунистическая партия;;;;;;;;;;;;;
CHY_fascist;Фашистская партия;;;;;;;;;;;;;
DAG;Дагестан;;;;;;;;;;;;;
DAG_ADJ;Дагестанский;;;;;;;;;;;;;
DAG_theocracy;Кавказский Имамат;;;;;;;;;;;;;
DAG_presidential_dictatorship;Дагестан;;;;;;;;;;;;;
DAG_proletarian_dictatorship;Дагестан;;;;;;;;;;;;;
DAG_bourgeois_dictatorship;Дагестан;;;;;;;;;;;;;
DAG_democracy;Дагестан;;;;;;;;;;;;;
DAG_fascist_dictatorship;Дагестан;;;;;;;;;;;;;
DAG_liberal;Либеральная фракция;;;;;;;;;;;;;
DAG_socialist;Социалистическая партия;;;;;;;;;;;;;
DAG_reactionary;Националистическая партия;;;;;;;;;;;;;
DAG_anarcho_liberal;Радикальная партия;;;;;;;;;;;;;
DAG_communist;Communist Party;;;;;;;;;;;;;
DAG_fascist;Fascist Party;;;;;;;;;;;;;
DAG_conservative;Conservative Party;;;;;;;;;;;;;
DAK;Dakota Republic;;;;;;;;;;;;;
DAK_ADJ;Dakotan;;;;;;;;;;;;;
DAK_absolute_monarchy;Dakota Commonwealth;;;;;;;;;;;;;
DAK_prussian_constitutionalism;Dakota Commonwealth;;;;;;;;;;;;;
DAK_hms_government;Dakota Commonwealth;;;;;;;;;;;;;
DAK_reactionary;White Eagle Faction;;;;;;;;;;;;;
DAK_conservative;Traditionalists;;;;;;;;;;;;;
DAK_liberal;Republican Faction;;;;;;;;;;;;;
DAK_anarcho_liberal;Libertarian Faction;;;;;;;;;;;;;
DAK_socialist;Socialist Faction;;;;;;;;;;;;;
DAK_communist;Communist Faction;;;;;;;;;;;;;
DAK_fascist;Eastward Restorationists;;;;;;;;;;;;;
DJA;Jambi;;;;;;;;;;;;;
DJA_ADJ;Jambi;;;;;;;;;;;;;
DLM;Dalmatia;;;;;;;;;;;;;
DLM_ADJ;Dalmatian;;;;;;;;;;;;;
DNB;Danubian Federation;;;;;;;;;;;;;
DNB_ADJ;Danubian;;;;;;;;;;;;;
DNB_proletarian_dictatorship;Danubian Republic;;;;;;;;;;;;;
DNB_fascist_dictatorship;Danubian Republic;;;;;;;;;;;;;
DNB_presidential_dictatorship;Danubian Republic;;;;;;;;;;;;;
DNB_bourgeois_dictatorship;Danubian Republic;;;;;;;;;;;;;
DOI;Dominica;;;;;;;;;;;;;
DOI_ADJ;Dominican;;;;;;;;;;;;;
DON;Cossack Republic;;;;;;;;;;;;;
DON_absolute_monarchy;Cossack Hetmanate;;;;;;;;;;;;;
DON_hms_government;Cossack Union;;;;;;;;;;;;;
DON_prussian_constitutionalism;Cossack Hetmanate;;;;;;;;;;;;;
DON_fascist_dictatorship;Cossackia;;;;;;;;;;;;;
DON_ADJ;Cossack;;;;;;;;;;;;;
DON_conservative;The Conservatives;Faction royale;K�nigsfraktion;;;;;;;;;;;
DON_liberal;The Liberals;Faction lib�rale;Die liberale Fraktion;;;;;;;;;;;
DON_reactionary;The Hetmanate Faction;Faction nationaliste;Die nationalistische Fraktion;;;;;;;;;;;
DON_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
DON_socialist;The Socialists;Faction socialiste;Die sozialistische Fraktion;;;;;;;;;;;
DON_communist;The Communists;Faction communiste;Die kommunistische Fraktion;;;;;;;;;;;
DON_fascist;The Nationalist Faction;Faction fasciste;Die faschistische Fraktion;;;;;;;;;;;
DRA;Dravidistan;;;;;;;;;;;;;
DRA_absolute_monarchy;Dravidian Empire;;;;;;;;;;;;;
DRA_fascist_dictatorship;Dravid Nadu;;;;;;;;;;;;;
DRA_ADJ;Dravidian;;;;;;;;;;;;;
DUR;Pashtunistan;;;;;;;;;;;;;
DUR_ADJ;Pashtun;;;;;;;;;;;;;
DUR_absolute_monarchy;Durrani Empire;;;;;;;;;;;;;
DUR_prussian_constitutionalism;Durrani Empire;;;;;;;;;;;;;
DUR_hms_government;Durrani Empire;;;;;;;;;;;;;
DUR_absolute_monarchy_ADJ;Durrani;;;;;;;;;;;;;
DUR_prussian_constitutionalism_ADJ;Durrani;;;;;;;;;;;;;
DUR_hms_government_ADJ;Durrani;;;;;;;;;;;;;
DUR_fascist_dictatorship;Durrani Republic;;;;;;;;;;;;;
DUR_fascist_dictatorship_ADJ;Durrani;;;;;;;;;;;;;
ENL;Britannia;x
ENL_ADJ;Britannic;x
ENT;Entre Rios;;;;;;;;;;;;;
ENT_ADJ;Entrerriano;;;;;;;;;;;;;
ENT_conservative;Federalistas;;;;;;;;;;;;;
ENT_conservative_2;Partido Federalista;;;;;;;;;;;;;
ENT_liberal;Partido Liberal;;;;;;;;;;;;;
ENT_liberal_2;Partido Democracia;;;;;;;;;;;;;
ENT_socialist;Partido Azul;;;;;;;;;;;;;
ENT_conservative_3;Uni�n C�vica de Entre Rios;;;;;;;;;;;;;
ENT_communist;Partido Communista;;;;;;;;;;;;;
ENT_liberal_3;Liberales;;;;;;;;;;;;;
ENT_reactionary;Partido Nacionalista;;;;;;;;;;;;;
ENT_anarcho_liberal;Partido Radical;;;;;;;;;;;;;
ENT_socialist_2;Partido Socialista;;;;;;;;;;;;;
ENT_fascist;Partido Fascista;;;;;;;;;;;;;
ERT;Eritrea;;;;;;;;;;;;;
ERT_ADJ;Eritrean;;;;;;;;;;;;;
ERT_conservative;Royal Faction;;;;;;;;;;;;;
ERT_liberal;The Liberal Faction;;;;;;;;;;;;;
ERT_reactionary;The Nationalist Faction;;;;;;;;;;;;;
ERT_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
ERT_socialist;The Socialist Faction;;;;;;;;;;;;;
ERT_communist;The Communist Faction;;;;;;;;;;;;;
ERT_fascist;The Fascist Faction;;;;;;;;;;;;;
FIJ;Fiji;Fiji;Fiji;;;;;;;;;;;
FIJ_ADJ;Fijian;Fijian;Fijian;;;;;;;;;;;
FIU;Fiume;Fiume;Fiume;;;;;;;;;;;
FIU_ADJ;Fiumani;Fiumani;Fiumani;;;;;;;;;;;
FIU_fascist_dictatorship;Carnaro;;;;;;;;;;;;;
FIU_bourgeois_dictatorship;Carnaro;;;;;;;;;;;;;
FIU_presidential_dictatorship;Carnaro;;;;;;;;;;;;;
FIU_democracy;Free State of Fiume;�tat libre de Fiume;Freistaat Fiume;;;;;;;;;;;
FIU_liberal;Partito Liberale;Partito Liberale;Partito Liberale;;;;;;;;;;;
FIU_conservative;Partito Autonomo;Partito Autonomo;Partito Autonomo;;;;;;;;;;;
FIU_reactionary;Nazionalisti;Nazionalisti;Nazionalisti;;;;;;;;;;;
FIU_socialist;Partito Socialista di Fiume;Partito Socialista di Fiume;Partito Socialista di Fiume;;;;;;;;;;;
FIU_communist;Partito Comunista di Fiume;Partito Comunista di Fiume;Partito Comunista di Fiume;;;;;;;;;;;
FIU_anarcho_liberal;Radicali;Radical;Radikal;;;;;;;;;;;
FIU_fascist;Fascisti;Fasciste;Faschistisch;;;;;;;;;;;
FJN;Fujian;;;;;;;;;;;;;
FJN_ADJ;Fujian;;;;;;;;;;;;;
FJN_presidential_dictatorship;Fujian Clique;;;;;;;;;;;;;
FJN_fascist_dictatorship;Min Republic;;;;;;;;;;;;;
FJN_fascist_dictatorship_ADJ;Min;;;;;;;;;;;;;
FJN_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
FJN_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
FJN_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
FJN_liberal;Liberal Party;Parti lib�ral;Liberale Partei;;;;;;;;;;;
FJN_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
FJN_fascist;Min Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
FJN_anarcho_liberal;Freedom Party;Parti de la libert�;Freiheitspartei;;;;;;;;;;;
FRA_liberal;R�publicain;R�publicain;R�publicain;;R�publicain;;;;;;;;;
FRA_liberal_2;Union lib�rale;;;;;;;;;;;;;
FRA_liberal_3;R�publicain lib�rale;;;;;;;;;;;;;
FRA_conservative;Orl�aniste;Orl�aniste;Orl�aniste;;Orl�aniste;;;;;;;;;
FRA_conservative_2;Bourboniste;Bonapartiste;Bonapartiste;;Bonapartiste;;;;;;;;;
FRA_conservative_3;R�publicain mod�r�;R�publicain mod�r�;R�publicain mod�r�;;R�publicain mod�r�;;;;;;;;;
FRA_conservative_4;Orl�aniste;Orl�aniste;Orl�aniste;;Orl�aniste;;;;;;;;;
FRA_conservative_5;Royaliste;Royaliste;Royaliste;;Royaliste;;;;;;;;;
FSA;The Free States of America;;;;;;;;;;;;;
FSA_ADJ;American;;;;;;;;;;;;;
FSA_absolute_monarchy;The Free American Empire;;;;;;;;;;;;;
FSA_prussian_constitutionalism;The Free American Empire;;;;;;;;;;;;;
FSA_proletarian_dictatorship;The Free American Republic;;;;;;;;;;;;;
FSM;Micronesia;Micronesia;Micronesia;;;;;;;;;;;
FSM_ADJ;Micronesian;Micronesian;Micronesian;;;;;;;;;;;
FSM_liberal;Liberal Party;Liberal Party;Liberal Party;;;;;;;;;;;
FSM_conservative;Conservative Party;Conservative Party;Conservative Party;;;;;;;;;;;
FSM_reactionary;Nationalist Party;Nationalist Party;Nationalist Party;;;;;;;;;;;
FSM_socialist;Labour Party;Labour Party;Labour Party;;;;;;;;;;;
FSM_anarcho_liberal;Radical Party;Radical Party;Radical Party;;;;;;;;;;;
FSM_communist;Communist Party;Communist Party;Communist Party;;;;;;;;;;;
FSM_fascist;Fascist Party;Fascist Party;Fascist Party;;;;;;;;;;;
galicio_asturian;Galicio-Asturian;Galicio-Asturien;Galicisch-Asturisch;;;;;;;;;;;
GAB;Gabon;;;;;;;;;;;;;
GAB_ADJ;Gabonese;;;;;;;;;;;;;
GAB_liberal;Circle of Liberal Reformers;;;;;;;;;;;;;
GAB_conservative;Democratic and Social Union;;;;;;;;;;;;;
GAB_socialist;Young Gabonese;;;;;;;;;;;;;
GAB_reactionary;Gabonese Democratic Bloc;;;;;;;;;;;;;
GAB_anarcho_liberal;Defense of Gabonese Interests;;;;;;;;;;;;;
GAB_communist;Union, Work, Progress;;;;;;;;;;;;;
GAB_fascist;People's Unity Party;;;;;;;;;;;;;
GCO;Gran Colombia;;;;;;;;;;;;;
GCO_ADJ;Colombian;;;;;;;;;;;;;
GCO_absolute_monarchy;New Granada;;;;;;;;;;;;;
GCO_prussian_constitutionalism;New Granada;;;;;;;;;;;;;
GCO_hms_government;New Granada;;;;;;;;;;;;;
GCO_absolute_monarchy_ADJ;New Granadan;;;;;;;;;;;;;
GCO_prussian_constitutionalism_ADJ;New Granadan;;;;;;;;;;;;;
GCO_hms_government_ADJ;New Granadan;;;;;;;;;;;;;
GLC;Galicia;;;;;;;;;;;;;
GLC_ADJ;Galician;;;;;;;;;;;;;
GLC_conservative;Partido Moderado;Partido Moderado;Partido Moderado;;;;;;;;;;;
GLC_liberal;Partido Progresista;Partido Progresista;Partido Progresista;;;;;;;;;;;
GLC_reactionary;Partido Nationalist;Comuni�n Carlista;Comuni�n Carlista;;;;;;;;;;;
GLC_socialist;Partido Socialista;Partido Socialista;Partido Socialista;;;;;;;;;;;
GLC_communist;Federaci�n Regional;Federaci�n Regional;Federaci�n Regional;;;;;;;;;;;
GLC_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
GLC_fascist;Partido Fascist;Falange;Falange;;;;;;;;;;;
GLM;Galicia-Lodomeria;Galicie-Lodomerie;Galizien-Lodomerien;;Galitzia-Lodomeria;;;;;;;;;
GLM_ADJ;Galician;Galicien;Galiziener;;Galiciano;;;;;;;;;
GMB;Gambia;;;;;;;;;;;;;
GMB_ADJ;Gambian;;;;;;;;;;;;;
GMB_liberal;United Party;;;;;;;;;;;;;
GMB_anarcho_liberal;National Convention Party;;;;;;;;;;;;;
GMB_conservative;Democratic Party;;;;;;;;;;;;;
GMB_reactionary;Muslim Congress Party;;;;;;;;;;;;;
GMB_socialist;People's Progressive Party;;;;;;;;;;;;;
GMB_communist;Gambian People's Party;;;;;;;;;;;;;
GMB_fascist;Gambia Congress Party;;;;;;;;;;;;;
GMJ;Guominjun;;;;;;;;;;;;;
GMJ_ADJ;Guominjun;;;;;;;;;;;;;
GMJ_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
GMJ_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
GMJ_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
GMJ_liberal;Liberal Party;Parti lib�ral;Liberale Partei;;;;;;;;;;;
GMJ_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
GMJ_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
GMJ_anarcho_liberal;Freedom Party;Parti de la libert�;Freiheitspartei;;;;;;;;;;;
GNE;Guinea;;;;;;;;;;;;;
GNE_ADJ;Guinean;;;;;;;;;;;;;
GNE_liberal;Union for Progress and Renewal;;;;;;;;;;;;;
GNE_anarcho_liberal;Union for the Progress;;;;;;;;;;;;;
GNE_conservative;African Bloc of Guinea;;;;;;;;;;;;;
GNE_reactionary;Democratic Party of Guinea;;;;;;;;;;;;;
GNE_socialist;Socialist Democracy of Guinea;;;;;;;;;;;;;
GNE_communist;Guinean People's Assembly;;;;;;;;;;;;;
GNE_fascist;National Union for the Prosperity;;;;;;;;;;;;;
GNG;Guangdong;;;;;;;;;;;;;
GNG_ADJ;Guangdong;;;;;;;;;;;;;
GNG_presidential_dictatorship;Guangdong Clique;;;;;;;;;;;;;
GNG_reactionary;Beiyang Faction;Faction Rongting;Rongting-Fraktion;;;;;;;;;;;
GNG_socialist;Socialist Party;Parti socialiste;Sozialistische Partei;;;;;;;;;;;
GNG_communist;Chinese Communist Party;Parti communiste chinois;Kommunistische Partei China;;;;;;;;;;;
GNG_liberal;Liberal Party;Parti lib�ral;Liberale Partei;;;;;;;;;;;
GNG_conservative;Kuomintang Faction;Faction Kuomintang;Guomintang-Fraktion;;;;;;;;;;;
GNG_fascist;Fascist Party;Parti fasciste;Faschistische Partei;;;;;;;;;;;
GNG_anarcho_liberal;Freedom Party;Parti de la libert�;Freiheitspartei;;;;;;;;;;;
GRA;Grenada;;;;;;;;;;;;;
GRA_ADJ;Grenadian;;;;;;;;;;;;;
GRN;Greenland;;;;;;;;;;;;;
GRN_ADJ;Greenlandic;;;;;;;;;;;;;
GUY;Guyana;;;;;;;;;;;;;
GUY_ADJ;Guyanese;;;;;;;;;;;;;
GUY_conservative;Dutch Faction;;;;;;;;;;;;;
GUY_liberal;French Faction;;;;;;;;;;;;;
